Level of education,Country,Year,percentage,income,lead_data,diff,status
pre-primary,Burkina Faso,2014,4.177484970079003,L,4.138807872009061,-0,Stagnant
pre-primary,Burkina Faso,2015,4.138807872009061,L,3.0508476456506157,-1,Worsening
pre-primary,Burkina Faso,2016,3.0508476456506157,L,3.6781268395249977,1,Improving
pre-primary,Burkina Faso,2017,3.6781268395249977,L,4.3649996616940125,1,Improving
pre-primary,Burkina Faso,2018,4.3649996616940125,L,5.520653319614347,1,Improving
pre-primary,Burundi,2014,11.071179424785345,L,13.685220089334626,3,Improving
pre-primary,Burundi,2015,13.685220089334626,L,14.084617009745838,0,Stagnant
pre-primary,Burundi,2016,14.084617009745838,L,14.024468617911642,-0,Stagnant
pre-primary,Burundi,2017,14.024468617911642,L,15.366915804823844,1,Improving
pre-primary,Burundi,2018,15.366915804823844,L,16.631833331487858,1,Improving
pre-primary,Cambodia,2014,17.66542769728691,L,18.00591135654778,0,Stagnant
pre-primary,Cambodia,2015,18.00591135654778,LM,19.361308546004047,1,Improving
pre-primary,Cambodia,2016,19.361308546004047,LM,21.582864883489325,2,Improving
pre-primary,Cambodia,2017,21.582864883489325,LM,23.822329044724068,2,Improving
pre-primary,Cambodia,2018,23.822329044724068,LM,25.074044868360485,1,Improving
pre-primary,Cameroon,2014,33.878991740439076,LM,37.04923217884765,3,Improving
pre-primary,Cameroon,2015,37.04923217884765,LM,38.6550671096364,2,Improving
pre-primary,Cameroon,2016,38.6550671096364,LM,35.88374132779111,-3,Worsening
pre-primary,Cameroon,2017,35.88374132779111,LM,34.464344166471825,-1,Worsening
pre-primary,Cameroon,2018,34.464344166471825,LM,35.617873667956914,1,Improving
pre-primary,Cabo Verde,2014,71.42764982904328,LM,74.9831162566329,4,Improving
pre-primary,Cabo Verde,2015,74.9831162566329,LM,75.74679487179488,1,Improving
pre-primary,Cabo Verde,2016,75.74679487179488,LM,73.54086835354848,-2,Worsening
pre-primary,Cabo Verde,2017,73.54086835354848,LM,73.23270204387774,-0,Stagnant
pre-primary,Chad,2015,0.7894174786904434,L,0.9561093381547511,0,Stagnant
pre-primary,Chad,2016,0.9561093381547511,L,0.741850831008929,-0,Stagnant
pre-primary,Chad,2017,0.741850831008929,L,1.0856849309329322,0,Stagnant
pre-primary,Chad,2018,1.0856849309329322,L,1.0984813145970806,0,Stagnant
pre-primary,Chile,2014,81.71443832899168,H,82.34609474176521,1,Improving
pre-primary,Chile,2015,82.34609474176521,H,82.36522859051152,0,Stagnant
pre-primary,Chile,2016,82.36522859051152,H,81.76367081574715,-1,Worsening
pre-primary,Chile,2017,81.76367081574715,H,82.15422679100134,0,Stagnant
pre-primary,China,2014,76.07127071761694,UM,78.65604796667746,3,Improving
pre-primary,China,2015,78.65604796667746,UM,82.36118092030436,4,Improving
pre-primary,China,2016,82.36118092030436,UM,84.79781730482847,2,Improving
pre-primary,China,2017,84.79781730482847,UM,88.0934084341369,3,Improving
pre-primary,China,2018,88.0934084341369,UM,89.11855429683561,1,Improving
pre-primary,Colombia,2018,78.49890234230136,UM,81.88807420925232,3,Improving
pre-primary,Comoros,2017,20.417874608334067,L,21.80786088955953,1,Improving
pre-primary,Costa Rica,2014,80.54487539290525,UM,79.30821234311094,-1,Worsening
pre-primary,Costa Rica,2015,79.30821234311094,UM,78.05493096854183,-1,Worsening
pre-primary,Costa Rica,2016,78.05493096854183,UM,80.54816150014322,2,Improving
pre-primary,Costa Rica,2017,80.54816150014322,UM,97.93651125951668,17,Improving
pre-primary,Costa Rica,2018,97.93651125951668,UM,95.63549998253642,-2,Worsening
pre-primary,Côte d'Ivoire,2014,6.455703150730047,LM,7.05882813892758,1,Improving
pre-primary,Côte d'Ivoire,2015,7.05882813892758,LM,7.759513437199174,1,Improving
pre-primary,Côte d'Ivoire,2016,7.759513437199174,LM,8.151088696833328,0,Stagnant
pre-primary,Côte d'Ivoire,2017,8.151088696833328,LM,8.204298769145723,0,Stagnant
pre-primary,Côte d'Ivoire,2018,8.204298769145723,LM,8.345901549173071,0,Stagnant
pre-primary,Croatia,2014,62.12513267735736,H,63.56283449358175,1,Improving
pre-primary,Croatia,2015,63.56283449358175,H,64.4591266951063,1,Improving
pre-primary,Croatia,2016,64.4591266951063,UM,70.04889400813333,6,Improving
pre-primary,Croatia,2017,70.04889400813333,H,69.22509671179884,-1,Worsening
pre-primary,Cuba,2014,98.74937081348976,UM,101.40147346413018,3,Improving
pre-primary,Cuba,2015,101.40147346413018,UM,102.44750439753739,1,Improving
pre-primary,Cuba,2016,102.44750439753739,UM,100.6117034211081,-2,Worsening
pre-primary,Cuba,2017,100.6117034211081,UM,98.23532375378855,-2,Worsening
pre-primary,Cuba,2018,98.23532375378855,UM,97.22909321250862,-1,Worsening
pre-primary,Cyprus,2014,77.10957605309495,H,80.27530750621827,3,Improving
pre-primary,Cyprus,2015,80.27530750621827,H,81.4167340339531,1,Improving
pre-primary,Cyprus,2016,81.4167340339531,H,83.71259136670804,2,Improving
pre-primary,Cyprus,2017,83.71259136670804,H,85.3430860327412,2,Improving
pre-primary,Denmark,2014,96.33772161847615,H,95.73925245567037,-1,Worsening
pre-primary,Denmark,2015,95.73925245567037,H,95.79108029801324,0,Stagnant
pre-primary,Denmark,2016,95.79108029801324,H,95.91546880192087,0,Stagnant
pre-primary,Denmark,2017,95.91546880192087,H,99.64254947808867,4,Improving
pre-primary,Djibouti,2015,5.164162493043962,LM,5.824417009602194,1,Improving
pre-primary,Djibouti,2016,5.824417009602194,LM,6.968790081231295,1,Improving
pre-primary,Djibouti,2017,6.968790081231295,LM,7.82604196310765,1,Improving
pre-primary,Djibouti,2018,7.82604196310765,LM,9.180319642722734,1,Improving
pre-primary,Dominica,2014,91.10988404196576,UM,96.70641680863146,6,Improving
pre-primary,Dominica,2015,96.70641680863146,UM,95.69707401032701,-1,Worsening
pre-primary,Dominican Republic,2014,47.86211240193354,UM,48.37350859767297,1,Improving
pre-primary,Dominican Republic,2015,48.37350859767297,UM,48.56942193037887,0,Stagnant
pre-primary,Dominican Republic,2016,48.56942193037887,UM,51.00507078180553,2,Improving
pre-primary,Dominican Republic,2017,51.00507078180553,UM,51.437379960418106,0,Stagnant
pre-primary,Dominican Republic,2018,51.437379960418106,UM,57.13377245137474,6,Improving
pre-primary,Ecuador,2014,72.62103095778174,UM,72.97555414226797,0,Stagnant
pre-primary,Ecuador,2015,72.97555414226797,UM,72.97834146712549,0,Stagnant
pre-primary,Ecuador,2016,72.97834146712549,UM,70.43579153716627,-3,Worsening
pre-primary,Ecuador,2017,70.43579153716627,UM,66.13675180036064,-4,Worsening
pre-primary,El Salvador,2014,65.34746271672569,LM,65.32601102888978,-0,Stagnant
pre-primary,El Salvador,2015,65.32601102888978,LM,65.45313023148003,0,Stagnant
pre-primary,El Salvador,2016,65.45313023148003,LM,64.96829971181556,-0,Stagnant
pre-primary,El Salvador,2017,64.96829971181556,LM,66.69643711524354,2,Improving
pre-primary,Eritrea,2014,21.36206701381028,L,19.544629889985476,-2,Worsening
pre-primary,Eritrea,2017,21.383258401280195,L,23.328358282963013,2,Improving
pre-primary,Estonia,2014,94.52468928451461,H,93.59417565436269,-1,Worsening
pre-primary,Estonia,2015,93.59417565436269,H,92.14487075349993,-1,Worsening
pre-primary,Estonia,2016,92.14487075349993,H,92.38737418156944,0,Stagnant
pre-primary,Estonia,2017,92.38737418156944,H,92.70336535232082,0,Stagnant
pre-primary,Ethiopia,2014,24.62385664723989,L,29.43704410320179,5,Improving
pre-primary,Finland,2014,79.78457199680486,H,79.63621361226049,-0,Stagnant
pre-primary,Finland,2015,79.63621361226049,H,83.4306875574847,4,Improving
pre-primary,Finland,2016,83.4306875574847,H,83.58173894730021,0,Stagnant
pre-primary,Finland,2017,83.58173894730021,H,85.25000613662583,2,Improving
pre-primary,France,2014,104.17722493763817,H,105.10864908770074,1,Improving
pre-primary,France,2015,105.10864908770074,H,105.2891883438461,0,Stagnant
pre-primary,France,2016,105.2891883438461,H,105.8724200377567,1,Improving
pre-primary,France,2017,105.8724200377567,H,106.15909846042366,0,Stagnant
pre-primary,Germany,2014,108.32388676584588,H,108.79451214247983,0,Stagnant
pre-primary,Germany,2015,108.79451214247983,H,109.86339740911598,1,Improving
pre-primary,Germany,2016,109.86339740911598,H,109.12739718318119,-1,Worsening
pre-primary,Germany,2017,109.12739718318119,H,108.52687959286034,-1,Worsening
pre-primary,Ghana,2014,114.81601388774538,LM,120.86424693942473,6,Improving
pre-primary,Ghana,2015,120.86424693942473,LM,119.02145709253706,-2,Worsening
pre-primary,Ghana,2016,119.02145709253706,LM,116.79411313772312,-2,Worsening
pre-primary,Ghana,2017,116.79411313772312,LM,114.54704523008674,-2,Worsening
pre-primary,Ghana,2018,114.54704523008674,LM,117.01233854973864,2,Improving
pre-primary,Gibraltar,2016,189.01345291479822,H,205.89569160997732,17,Improving
pre-primary,Greece,2014,73.72278104752729,H,74.96914783805482,1,Improving
pre-primary,Greece,2015,74.96914783805482,H,73.34437787389456,-2,Worsening
pre-primary,Greece,2016,73.34437787389456,H,74.35429753033435,1,Improving
pre-primary,Greece,2017,74.35429753033435,H,77.60773031778719,3,Improving
pre-primary,Grenada,2014,97.57869249394673,UM,92.01623815967524,-6,Worsening
pre-primary,Grenada,2015,92.01623815967524,UM,94.36846339501207,2,Improving
pre-primary,Grenada,2016,94.36846339501207,UM,98.49381387842926,4,Improving
pre-primary,Grenada,2017,98.49381387842926,UM,100.48913043478261,2,Improving
pre-primary,Guatemala,2014,45.05618055267273,LM,46.2790006616876,1,Improving
pre-primary,Guatemala,2015,46.2790006616876,LM,45.221273381981085,-1,Worsening
pre-primary,Guatemala,2016,45.221273381981085,LM,49.00284051998785,4,Improving
pre-primary,Guatemala,2017,49.00284051998785,UM,50.74464633082204,2,Improving
pre-primary,Guatemala,2018,50.74464633082204,UM,49.07015547592668,-2,Worsening
pre-primary,Honduras,2014,39.05781156231246,LM,37.9265990126347,-1,Worsening
pre-primary,Honduras,2015,37.9265990126347,LM,39.2824940207835,1,Improving
pre-primary,Honduras,2016,39.2824940207835,LM,41.14675524893611,2,Improving
pre-primary,Hungary,2014,85.55031312102768,H,81.16514080002923,-4,Worsening
pre-primary,Hungary,2015,81.16514080002923,H,81.61778456756792,0,Stagnant
pre-primary,Hungary,2016,81.61778456756792,H,82.28416420001021,1,Improving
pre-primary,Hungary,2017,82.28416420001021,H,85.78373117084725,3,Improving
pre-primary,Iceland,2014,97.86043909942666,H,97.38984002245299,-0,Stagnant
pre-primary,Iceland,2015,97.38984002245299,H,95.17484987636877,-2,Worsening
pre-primary,Iceland,2016,95.17484987636877,H,94.08852858885143,-1,Worsening
pre-primary,Iceland,2017,94.08852858885143,H,95.67385247103681,2,Improving
pre-primary,India,2017,60.50406826069993,LM,60.65056170567134,0,Stagnant
pre-primary,India,2018,60.65056170567134,LM,62.81083502158916,2,Improving
pre-primary,Indonesia,2016,61.87644104200373,LM,63.19307333923283,1,Improving
pre-primary,Indonesia,2017,63.19307333923283,LM,62.3436568946687,-1,Worsening
pre-primary,Ireland,2014,110.92857345877269,H,102.1141527590268,-9,Worsening
pre-primary,Ireland,2015,102.1141527590268,H,115.99977433322519,14,Improving
pre-primary,Ireland,2016,115.99977433322519,H,82.87791168204357,-33,Worsening
pre-primary,Ireland,2017,82.87791168204357,H,93.49385674616761,11,Improving
pre-primary,Israel,2014,111.12988814149428,H,111.74865398265325,1,Improving
pre-primary,Israel,2015,111.74865398265325,H,112.30887870563984,1,Improving
pre-primary,Israel,2016,112.30887870563984,H,110.79816291398137,-2,Worsening
pre-primary,Israel,2017,110.79816291398137,H,111.0716537045032,0,Stagnant
pre-primary,Italy,2014,97.58449544937663,H,97.07783909880816,-1,Worsening
pre-primary,Italy,2015,97.07783909880816,H,96.28284379722655,-1,Worsening
pre-primary,Italy,2016,96.28284379722655,H,93.95802189773428,-2,Worsening
pre-primary,Italy,2017,93.95802189773428,H,93.23575180230111,-1,Worsening
pre-primary,Jamaica,2014,77.00953951930165,UM,84.06514181152791,7,Improving
pre-primary,Jamaica,2015,84.06514181152791,UM,71.86825883161613,-12,Worsening
pre-primary,Jamaica,2016,71.86825883161613,UM,74.51821055822614,3,Improving
pre-primary,Jamaica,2017,74.51821055822614,UM,73.33309651522148,-1,Worsening
pre-primary,Jamaica,2018,73.33309651522148,UM,76.23160566184563,3,Improving
pre-primary,Jordan,2014,26.70610993585755,UM,25.89143556994139,-1,Worsening
pre-primary,Jordan,2015,25.89143556994139,UM,24.734964180299272,-1,Worsening
pre-primary,Jordan,2016,24.734964180299272,LM,25.89165751874441,1,Improving
pre-primary,Jordan,2017,25.89165751874441,UM,27.13667741231277,1,Improving
pre-primary,Jordan,2018,27.13667741231277,UM,28.809416896529605,2,Improving
pre-primary,Kazakhstan,2014,57.582252439225876,UM,60.694111313047294,3,Improving
pre-primary,Kazakhstan,2015,60.694111313047294,UM,59.74031084272448,-1,Worsening
pre-primary,Kenya,2014,72.05251093779042,LM,75.13693902673317,3,Improving
pre-primary,Kenya,2015,75.13693902673317,LM,75.75718332160616,1,Improving
pre-primary,Kuwait,2014,71.66089813800657,H,68.01113709392507,-4,Worsening
pre-primary,Kuwait,2015,68.01113709392507,H,68.3708015076215,0,Stagnant
pre-primary,Kuwait,2016,68.3708015076215,H,65.31188871984351,-3,Worsening
pre-primary,Kuwait,2017,65.31188871984351,H,62.452465458232986,-3,Worsening
pre-primary,Kuwait,2018,62.452465458232986,H,60.200274109342686,-2,Worsening
pre-primary,Latvia,2014,93.48817326873753,H,93.99822059659442,1,Improving
pre-primary,Latvia,2015,93.99822059659442,H,94.94941763302589,1,Improving
pre-primary,Latvia,2016,94.94941763302589,H,95.61825112507809,1,Improving
pre-primary,Latvia,2017,95.61825112507809,H,95.04224591049761,-1,Worsening
pre-primary,Lesotho,2014,35.210663019200126,LM,39.3469855784073,4,Improving
pre-primary,Lesotho,2015,39.3469855784073,LM,38.93557422969188,-0,Stagnant
pre-primary,Liberia,2014,160.08134060803002,L,157.8227410900938,-2,Worsening
pre-primary,Liberia,2015,157.8227410900938,L,134.35033484812246,-23,Worsening
pre-primary,Liberia,2016,134.35033484812246,L,125.17882057026077,-9,Worsening
pre-primary,Liechtenstein,2014,105.68654646324549,H,103.63636363636364,-2,Worsening
pre-primary,Liechtenstein,2015,103.63636363636364,H,102.63157894736842,-1,Worsening
pre-primary,Liechtenstein,2016,102.63157894736842,H,103.06666666666666,0,Stagnant
pre-primary,Liechtenstein,2017,103.06666666666666,H,99.48119325551232,-4,Worsening
pre-primary,Lithuania,2014,84.91725768321513,H,86.29649313727971,1,Improving
pre-primary,Lithuania,2015,86.29649313727971,H,87.18632358242992,1,Improving
pre-primary,Lithuania,2016,87.18632358242992,H,88.18838731616084,1,Improving
pre-primary,Lithuania,2017,88.18838731616084,H,88.34020961996771,0,Stagnant
pre-primary,Luxembourg,2014,94.24956222109248,H,93.22165952473705,-1,Worsening
pre-primary,Luxembourg,2015,93.22165952473705,H,93.46552007449198,0,Stagnant
pre-primary,Luxembourg,2016,93.46552007449198,H,91.90924657534246,-2,Worsening
pre-primary,Luxembourg,2017,91.90924657534246,H,91.72187157686088,-0,Stagnant
pre-primary,Madagascar,2014,13.799348412595938,L,18.022398741029384,4,Improving
pre-primary,Madagascar,2015,18.022398741029384,L,28.514475789007953,10,Improving
pre-primary,Madagascar,2016,28.514475789007953,L,37.563020021729294,9,Improving
pre-primary,Madagascar,2017,37.563020021729294,L,39.60987100646666,2,Improving
pre-primary,Madagascar,2018,39.60987100646666,L,40.14992343577508,1,Improving
pre-primary,Malaysia,2014,93.01386137789837,UM,97.02059882900552,4,Improving
pre-primary,Malaysia,2015,97.02059882900552,UM,96.94322425847359,-0,Stagnant
pre-primary,Malaysia,2016,96.94322425847359,UM,99.9670280433571,3,Improving
pre-primary,Malaysia,2017,99.9670280433571,UM,99.22441605368435,-1,Worsening
pre-primary,Malaysia,2018,99.22441605368435,UM,98.0648268357037,-1,Worsening
pre-primary,Maldives,2015,104.06720896119484,UM,97.41828206362403,-7,Worsening
pre-primary,Maldives,2016,97.41828206362403,UM,91.547146780592,-6,Worsening
pre-primary,Maldives,2017,91.547146780592,UM,89.49052963872326,-2,Worsening
pre-primary,Maldives,2018,89.49052963872326,UM,85.95867877352283,-4,Worsening
pre-primary,Mali,2014,3.940640253489416,L,4.055085065845245,0,Stagnant
pre-primary,Mali,2015,4.055085065845245,L,4.368908351092206,0,Stagnant
pre-primary,Mali,2016,4.368908351092206,L,6.856242489678643,2,Improving
pre-primary,Mali,2017,6.856242489678643,L,6.960793838629821,0,Stagnant
pre-primary,Malta,2014,108.07860262008732,H,110.4361370716511,2,Improving
pre-primary,Malta,2015,110.4361370716511,H,111.51622418879057,1,Improving
pre-primary,Malta,2016,111.51622418879057,H,107.71925726964848,-4,Worsening
pre-primary,Malta,2017,107.71925726964848,H,109.32498260264441,2,Improving
pre-primary,Malta,2018,109.32498260264441,H,111.03671207573309,2,Improving
pre-primary,Marshall Islands,2015,39.11067835118468,UM,38.223684210526315,-1,Worsening
pre-primary,Mauritius,2014,103.20482092720673,UM,105.47678817664321,2,Improving
pre-primary,Mauritius,2015,105.47678817664321,UM,104.58316727654795,-1,Worsening
pre-primary,Mauritius,2016,104.58316727654795,UM,100.6605897331808,-4,Worsening
pre-primary,Mauritius,2017,100.6605897331808,UM,98.11879332958591,-3,Worsening
pre-primary,Mauritius,2018,98.11879332958591,UM,97.78929188255613,-0,Stagnant
pre-primary,Mexico,2014,71.72763362832335,UM,72.00232207378775,0,Stagnant
pre-primary,Mexico,2015,72.00232207378775,UM,72.16988819128471,0,Stagnant
pre-primary,Mexico,2016,72.16988819128471,UM,73.72507306094637,2,Improving
pre-primary,Mexico,2017,73.72507306094637,UM,72.79932393291449,-1,Worsening
pre-primary,Mongolia,2014,78.1455403796881,UM,79.2334179467319,1,Improving
pre-primary,Mongolia,2015,79.2334179467319,LM,82.64598573602478,3,Improving
pre-primary,Mongolia,2016,82.64598573602478,LM,85.34975124203676,3,Improving
pre-primary,Mongolia,2017,85.34975124203676,LM,86.66911990601167,1,Improving
pre-primary,Mongolia,2018,86.66911990601167,LM,86.33180502887042,-0,Stagnant
pre-primary,Montenegro,2015,55.39232336956522,UM,55.514074836937866,0,Stagnant
pre-primary,Montenegro,2016,55.514074836937866,UM,62.10576965137133,7,Improving
pre-primary,Montenegro,2017,62.10576965137133,UM,69.33130426998478,7,Improving
pre-primary,Montenegro,2018,69.33130426998478,UM,74.00091449474165,5,Improving
pre-primary,Morocco,2014,58.36905472409315,LM,56.83901729218647,-2,Worsening
pre-primary,Morocco,2015,56.83901729218647,LM,50.24926943554364,-7,Worsening
pre-primary,Morocco,2016,50.24926943554364,LM,53.97813418518841,4,Improving
pre-primary,Morocco,2017,53.97813418518841,LM,50.88859949965352,-3,Worsening
pre-primary,Morocco,2018,50.88859949965352,LM,54.86801009588789,4,Improving
pre-primary,Myanmar,2016,9.071446527959864,LM,9.77960195627082,1,Improving
pre-primary,Myanmar,2017,9.77960195627082,LM,8.530931359170683,-1,Worsening
pre-primary,Namibia,2017,33.507790362586995,UM,34.20079031470898,1,Improving
pre-primary,Nepal,2014,90.36234097746113,L,89.67999186607312,-1,Worsening
pre-primary,Nepal,2015,89.67999186607312,L,87.57539020113313,-2,Worsening
pre-primary,Nepal,2016,87.57539020113313,L,88.31593015016426,1,Improving
pre-primary,Netherlands,2014,93.56596743585712,H,94.30688232539791,1,Improving
pre-primary,Netherlands,2015,94.30688232539791,H,95.10751778010525,1,Improving
pre-primary,Netherlands,2016,95.10751778010525,H,94.28799542276761,-1,Worsening
pre-primary,Netherlands,2017,94.28799542276761,H,88.99540085613391,-5,Worsening
pre-primary,New Zealand,2014,90.60911554877099,H,91.9357453311758,1,Improving
pre-primary,New Zealand,2015,91.9357453311758,H,91.46967562176454,-0,Stagnant
pre-primary,New Zealand,2016,91.46967562176454,H,94.91975333521422,3,Improving
pre-primary,New Zealand,2017,94.91975333521422,H,94.15686435460702,-1,Worsening
pre-primary,Niger,2014,7.070956320892884,L,7.34411516618076,0,Stagnant
pre-primary,Niger,2015,7.34411516618076,L,7.852912332651485,1,Improving
pre-primary,Niger,2016,7.852912332651485,L,7.9190987792614,0,Stagnant
pre-primary,Niger,2017,7.9190987792614,L,8.047700546188144,0,Stagnant
pre-primary,Niger,2018,8.047700546188144,L,7.392247829991021,-1,Worsening
pre-primary,North Macedonia,2014,34.223618354801374,UM,35.98801946836391,2,Improving
pre-primary,North Macedonia,2017,40.98351018488581,UM,41.830697298545374,1,Improving
pre-primary,Norway,2014,97.88935232548988,H,97.27657931264807,-1,Worsening
pre-primary,Norway,2015,97.27657931264807,H,95.89944954510658,-1,Worsening
pre-primary,Norway,2016,95.89944954510658,H,95.36524830153755,-1,Worsening
pre-primary,Norway,2017,95.36524830153755,H,96.00298841987299,1,Improving
pre-primary,Oman,2014,56.41411456842622,H,57.80539603922441,1,Improving
pre-primary,Oman,2015,57.80539603922441,H,56.883082684767984,-1,Worsening
pre-primary,Oman,2016,56.883082684767984,H,53.764678317437564,-3,Worsening
pre-primary,Oman,2017,53.764678317437564,H,52.21419111688004,-2,Worsening
pre-primary,Oman,2018,52.21419111688004,H,56.083657463495506,4,Improving
pre-primary,Pakistan,2014,67.15565657621968,LM,69.18301496049314,2,Improving
pre-primary,Pakistan,2015,69.18301496049314,LM,69.26129460567158,0,Stagnant
